"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout","Sessions that completed checkout"
"Product","/products/al-hayy-al-qayyum-islamic-wall-decor-canvas-printing",434,482,17,2,0
"Product","/products/ayatul-kursi-islamic-metal-wall-art",230,261,17,8,4
"Product","/products/assalamu-alaikum-wa-rahmatullahi-wa-barakatuh-metal-islamic-wall-art",474,492,17,7,3
"Product","/products/eid-mubarak-wooden-table-art-islamic-gift-ramadan",335,343,17,6,1
,"/en-sa/products/bismillah-eid-dinner-decor-table-setting",51,59,17,8,2
"Product","/products/islamic-praying-beads-golden-brown-tiger-s-eye-stone",228,251,17,9,3
"Product","/products/surah-al-fatihah-metal-islamic-wall-art-circular",296,330,16,6,2
"Product","/products/hadha-min-fadli-rabbi-vertical-style-metal-islamic-wall-art",261,293,16,11,4
,"/en-sa/products/ahlul-bayt-wooden-islamic-wall-art",101,110,16,10,0
"Product","/products/surah-al-muzzammil-islamic-wall-art-canvas-printing",381,409,16,4,1
"Product","/products/mashallah-la-quwwata-illa-bi-llah-wooden-islamic-wall-art-decor",290,306,16,8,3
"Product","/products/asmaul-husna-islamic-wall-art-canvas-printing",342,378,16,5,0
"Product","/products/mail-and-key-holder-mashallah-tabarakallah",182,203,16,6,1
"Product","/products/allah-muhammad-hazrat-ali-wooden-islamic-wall-art-drop-design",218,241,16,5,3
"Product","/products/islamic-gift-ramadan-mubarak-eid-mubarak-kufic",294,300,16,7,1
"Product","/products/islamic-gift-ramadan-journal-and-planner-for-family",594,616,16,10,0
"Product","/products/basmala-4-quls-surahs-kufic-islamic-wall-art-al-falaq-an-nas-al-ikhlas-al-kafirun-",397,399,15,6,0
"Product","/products/islamic-dining-table-decor-silver-set-for-6-19-piece",176,195,15,6,3
"Product","/products/surah-al-ikhlas-metal-clock-islamic-wall-art-copper",204,213,15,9,0
"Product","/products/alhamdulillah-subhanallah-allahuakbar-wooden-islamic-wall-art",374,414,15,9,2
"Product","/products/islamic-gift-ramadan-ornaments-eid-decoration-islamic-wall-art",387,407,15,2,1
"Product","/products/nikkah-sign-surah-rum-ayat-21",450,490,15,7,3
"Product","/products/bismillah-metal-islamic-wall-art-black",207,237,15,7,3
"Product","/products/palestine-jewelry",250,261,15,8,1
"Product","/products/allah-muhammad-islamic-wall-art-drop",855,919,15,8,2
"Product","/products/oman-map-wood-art-wall-decor",262,283,15,13,0
"Product","/products/allah-and-mohammad-calligraphy-tempered-glass-decor-islamic-wall-art",968,1013,15,7,1
"Product","/products/surah-al-qalam-verse-of-evil-eye-glass-islamic-wall-art",351,393,15,8,1
"Product","/products/old-kaaba-and-makka-islamic-wall-art-canvas-printing",461,568,15,6,2
,"/en-sa/products/sabr-shukr-dua-tawakkul-set-of-four-wooden-acrylic-islamic-wall-art-decor",112,127,14,9,1
"Product","/products/ramadan-kareem-islamic-gift-islamic-wall-art-wooden-decor",410,430,14,8,2
"Product","/products/surah-al-fatihah-circular-metal-islamic-wall-art",278,303,14,7,3
"Product","/products/surah-an-naml-verse-19-islamic-wall-art",202,255,14,8,2
"Product","/products/islamic-wall-art-mihrab",193,220,14,11,1
"Product","/products/masjid-al-aqsa-the-dome-of-the-rock-modern-islamic-wall-art-canvas-printing",457,488,14,3,1
"Product","/products/islamic-gift-ramadan-decor-english-calligraphy-islamic-tabletop-art-decor",207,209,14,6,1
"Product","/products/surah-yasin-yaseen-sharif-kufic-wooden-islamic-wall-art-decor",237,240,14,12,0
"Product","/products/loh-e-qurani-metal-islamic-wall-art",241,274,14,7,3
"Product","/products/masjid-al-aqsa-the-dome-of-the-rock-islamic-wall-art-canvas-printing",438,488,14,5,2
"Product","/products/surah-yaseen-kufic-calligraphy-metal-islamic-wall-art",220,230,14,11,1
"Product","/products/islamic-wedding-sign-glass-nikkah-mirror-surah-nebe-8",364,414,13,8,0
"Product","/products/surah-al-baqarah-verse-144-mihrab-wooden-islamic-wall-art",411,428,13,2,2
"Product","/products/masjid-an-nabawi-islamic-canvas-printing-islamic-wall-art",472,519,13,5,2
"Product","/products/wedding-welcome-sign-custom-glass-white-surah-nebe-ayat-8",229,257,13,1,0
"Product","/products/ayatul-kursi-necklace-octagonal-muslim-jewelry",136,142,13,7,3
"Product","/products/ayatul-kursi-calligraphy-modern-islamic-canvas-printing",297,323,13,3,1
"Product","/products/seal-of-prophet-muhammad-muslim-jewelry",220,233,13,9,0
"Product","/products/first-kalima-arabic-calligraphy-wooden-islamic-wall-art-decor",639,681,13,6,1
"Product","/products/prayer-rug-mat-rose",445,471,13,8,4
"Product","/products/prayer-beads-muslim-white-moonstone-beads",179,191,13,5,1
"Product","/products/allah-swt-muhammad-pbuh-shiny-metal-islamic-table-decor",550,565,13,5,0
"Product","/products/prayer-bead-muslim-light-brown-olive-wood-beads",246,263,13,9,3
"Product","/products/assalamu-alaikum-wa-rahmatullahi-wa-barakatuh-shiny-metal-islamic-wall-art",513,552,13,5,2
"Product","/products/ayatul-kursi-multicolor-print-tempered-glass-islamic-wall-art",253,280,13,6,3
"Product","/products/4-quls-arabic-calligraphy-surah-al-falaq-an-nas-al-kafirun-al-ikhlas-islamic-wall-art",503,521,13,4,1
"Product","/products/kufic-set-ayatul-kursi-surah-al-falaq-surah-an-nas-islamic-wooden-wall-art",288,320,13,8,2
"Product","/products/mashallah-decor-islamic-wall-art",304,352,13,3,0
"Product","/products/bismillah-tempered-glass-islamic-wall-art-decor-horizontal",215,232,13,6,1
"Product","/products/surah-al-ikhlas-an-nas-al-falaq-al-kafirun-basmala-metal-islamic-wall-art",300,341,13,9,1
"Product","/products/surah-ibrahim-verse-7-metal-islamic-wall-art-1",549,622,13,5,0
"Product","/products/muslim-prayer-rug",724,763,13,2,1
"Product","/products/bismillah-key-holder-tree-shape-islamic-wall-art-decor",314,324,13,1,0
"Product","/products/ayatul-kursi-round-muslim-jewelry",362,381,13,4,2
"Product","/products/bismillah-key-holder-arabic-kufic-calligraphy-islamic-wall-art",246,267,13,2,1
,"/en-sa/products/saudi-arabia-wooden-wall-map",662,741,13,7,2
"Product","/products/salawat-islamic-wall-decor-darood-sharif-salli-barik-matte-metal",169,198,12,6,1
"Product","/products/islamic-calligraphy-canvas-wall-art-ayatul-kursi",371,403,12,7,0
"Product","/products/bismillah-and-ayatul-kursi-wall-art-set",212,289,12,6,4
"Product","/products/peace-theme-palestine-map-metal-islamic-wall-art-keffiyeh-olive-leaves-patterns",568,594,12,11,2
"Product","/products/masjid-al-aqsa-masjid-al-haram-masjid-an-nabawi-islamic-wall-art-circular-design",387,427,12,6,3
"Product","/products/surah-al-araf-eat-and-drink-islamic-table-decor-metal-art-muslim-gifts",306,315,12,6,3
"Product","/products/surah-tawbah-129-hasbiyallah-hadith-metal-islamic-wall-art",488,525,12,9,1
"Product","/products/hadha-min-fadli-rabbi-tempered-glass-islamic-wall-art",315,349,12,3,0
"Product","/products/al-hay-al-qayyum-islamic-wall-decor-canvas-printing",181,194,12,3,0
"Product","/products/masjid-al-aqsa-masjid-al-haram-masjid-an-nabawi-islamic-tabletop-decor",797,831,12,1,1
"Product","/products/subhanallah-alhamdulillah-allahuakbar-islamic-table-decor",553,576,12,7,2
"Product","/products/99-names-of-allah-asma-ul-nabi-muhammad-pomegranate-seed-design-islamic-set",182,232,12,4,3
"Product","/products/dua-when-leaving-home-islamic-metal-wall-art",306,346,12,4,3
"Product","/products/ayatul-kursi-diwani-calligraphy-islamic-wall-art-wooden",219,237,12,12,2
"Product","/products/dua-for-rizq-sustenance-dua-surah-maida-114-glass-islamic-wall-art",206,216,12,8,0
"Product","/products/tempered-glass-the-noble-hilya-sharif-niyazi-efendi-islamic-home-dekor",356,371,12,7,2
"Product","/products/allah-muhammad-written-muslim-jewelry",235,260,11,4,3
"Product","/products/islamic-gift-ramadan-mubarak-eid-mubarak-islamic-table-decor",1064,1080,11,8,3
"Product","/products/bismillah-subhanallah-alhamdulillah-allahuakbar-mashallah-islamic-tabletop-decors",372,402,11,3,1
"Product","/products/nikkah-sign-muslim-wedding-glass-decor-love-mercy-surah-rum-21",213,231,11,8,2
"Product","/products/kufic-subhanallah-alhamdulillah-allahuakbar-wooden-islamic-wall-art-decor",223,327,11,10,3
"Product","/products/diwani-style-barakah-dua-wooden-islamic-wall-art-decor",240,276,11,2,1
,"/en-sa/products/basmala-4-quls-surahs-kufic-islamic-wall-art-al-falaq-an-nas-al-ikhlas-al-kafirun-decor-set",82,93,11,7,0
"Product","/products/ahlan-wa-sahlan-arabic-calligraphy-islamic-tabletop-decor",266,280,11,3,2
"Product","/products/muhammad-written-muslim-jewelry",257,306,11,7,1
"Product","/products/islamic-prayer-rug-beige-black-vintage-floral-muslim-prayer-carpet",305,332,11,2,0
"Product","/products/islamic-gift-ramadan-kareem-islamic-wall-art-lunate",274,291,11,9,0
"Product","/products/olive-branch-palestine-map-islamic-wall-art-peace-theme-uv-printing-on-black-metal",335,366,11,7,2
"Product","/products/amana-rasul-uv-print-on-tempered-glass-wall-art-last-2-verses-of-surah-al-baqarah",373,382,11,8,2
"Product","/products/dua-for-barakah-metal-key-holder-islamic-wall-art-decor",149,170,11,4,1
"Product","/products/kaaba-canvas-printing-islamic-wall-art",608,657,11,5,1
"Product","/products/surah-ar-rad-28-surely-in-the-remembrance-of-allah-do-hearts-find-comfort-metal-islamic-wall-art",554,588,11,7,1
"Product","/products/sabr-shukr-tawakkul-islamic-candleholder-decor-for-muslim-homes",159,181,10,6,2
"Product","/products/masjid-al-aqsa-the-dome-of-the-rock-islamic-canvas-printing-islamic-wall-art",120,128,10,7,2
"Product","/products/allah-muhammad-hazrat-ali-wooden-islamic-wall-art",868,907,10,3,1
,"/en-sa/products/prayer-rug-holder-wooden",345,384,10,3,2
"Product","/products/wedding-welcome-sign-custom-glass-black-surah-nebe-ayat-8",209,215,10,4,0
"Product","/products/wooden-mihrab-for-your-prayer-room-islamic-wall-art-12-pointed-star",594,617,10,10,1
"Product","/products/first-kalima-islamic-wall-art-decor-modern-with-huwe-metal-calligraphy-for-home",177,196,10,6,3
,"/en-sa/products/islamic-gift-crescent-star-metal-islamic-home-decoration",313,340,10,2,2
"Product","/products/ramadan-kareem-islamic-gift-masjid-an-nabawi-wooden-islamic-table-decor",150,152,10,5,1
"Product","/products/palestine-map-olive-branch-peace-theme-uv-printing-on-white-metal",361,376,10,8,1
"Product","/products/basmala-modern-islamic-wall-art-canvas-printing",282,304,10,4,3
"Product","/products/islamic-gift-ramadan-mubarak-eid-wooden-islamic-wall-art",326,341,10,8,1
,"/en-sa/products/dua-for-barakah-metal-islamic-wall-art-decor",60,70,10,2,2
"Product","/products/canvas-decor-whirling-dervish-islamic-wall-art-canvas-printing",233,260,10,2,0
"Product","/products/muslim-prayer-beads-multi-colored-agate-stone",187,195,10,5,3
"Product","/products/surah-rahman-verse-13-shiny-metal-islamic-table-decor",150,164,10,2,1
"Product","/products/ramadan-mubarak-islamic-gift-wooden-islamic-wall-art-square-design",148,150,10,5,0
"Product","/products/islamic-gift-eid-mubarak-lunate-wooden-islamic-tabletop-decor",185,194,10,1,0
"Product","/products/first-kalima-muslim-jewelry",264,284,10,4,1
"Product","/products/prayer-space-interior-mihrab-with-geometric-design-8-pointed-star-motif",191,246,9,6,1
"Product","/products/surah-al-fatihah-arabic-calligraphy-wooden-islamic-wall-art",442,451,9,6,1
"Product","/products/jordan-map-wall-decor-wooden-country-map",99,119,9,2,1
,"/en-sa/products/kufic-asma-ul-husna-99-names-of-allah-islamic-wall-art-decor",92,101,9,2,0
"Product","/products/surah-al-asr-arabic-calligraphy-wooden-clock-islamic-wall-art",179,206,9,5,1
"Product","/products/surah-nahl-metal-islamic-wall-art",140,153,9,4,0
"Product","/products/first-kalima-arabic-calligraphy-islamic-art-tabletop-decor",304,309,9,4,1
"Product","/products/ayatul-kursi-calligraphy-islamic-wall-art-diwani-circular",222,263,9,4,2
"Product","/products/elegant-decor-set-of-ayatul-kursi-4-quls-wooden-islamic-wall-art",339,375,9,3,2
"Product","/products/surah-al-falaq-and-surah-al-nas-shiny-gold-metal-islamic-wall-art",156,170,9,7,4
"Product","/products/interior-mihrab-wooden-prayer-niche-islamic-home-decor-6-pointed-star",644,660,9,4,4
"Product","/products/wooden-mihrab-for-home-prayer-space-islamic-wall-art-10-pointed-star",622,651,9,6,2
"Product","/products/surah-nur-verse-35-muslim-jewelry",137,170,9,5,1
"Product","/products/subhanallah-alhamdulillah-allahu-akbar-wooden-islamic-wall-art",320,335,9,8,1
"Product","/products/dua-for-barakah-tempered-glass-islamic-wall-art",367,401,9,1,0
"Product","/products/hasbunallah-wa-nimal-wakeel-islamic-wall-art-glass",377,410,9,3,0
"Product","/products/la-ilahe-illallah-shiny-metal-islamic-table-decor",282,290,9,6,0
"Product","/products/islamic-wall-art-store-gift-card",133,143,9,1,1
"Product","/products/al-hay-al-qayyum-islamic-wall-art-canvas-printing",152,173,9,5,1
"Product","/products/mashallah-wall-art-islamic-home-decor",220,235,9,2,2
"Product","/products/metal-candle-holder-with-square-masjid-motif-islamic-home-decor",170,175,9,3,0
,"/en-sa/products/palestine-map-wall-art",78,86,9,5,1
,"/en-sa/products/pakistan-wooden-wall-map-islamic-wall-art-decor",202,217,9,4,1
"Product","/products/ayatul-kursi-islamic-wall-art-modern-canvas-printing",157,172,8,3,0
"Product","/products/allahuakbar-subhanallah-alhamdulillah-circular-wooden-islamic-wall-art",207,243,8,3,3
"Product","/products/muslim-prayer-beads-mother-of-pearl-beads-islamic-rosary",74,82,8,0,0
,"/en-sa/products/subhanallah-alhamdulillah-allahuakbar-islamic-tabletop-decor",138,156,8,2,1
"Product","/products/islamic-necklace-asma-ul-husna",200,218,8,2,0
"Product","/products/personalized-ramadan-calendar-for-goodness-acrylic-islamic-wall-art-decor",181,201,8,5,2
"Product","/products/islamic-candleholder-table-decor-subhanallah-alhamdulillah-allahuakbar",60,60,8,6,0
"Product","/products/islamic-gift-moon-shape-metal-islamic-table-decor",339,391,8,2,1
"Product","/products/family-name-customizable-islamic-table-decoration",208,218,8,4,0
"Product","/products/palestinian-keffiyeh-map-islamic-wall-art-uv-print-on-metal",612,652,8,6,1
"Product","/products/islamic-prayer-beads-pastel-pink-opal-stone",185,195,8,3,1
"Product","/products/surah-ibrahim-verse-7-islamic-wall-art-glass",692,716,8,1,0
"Product","/products/the-farewell-sermon-of-prophet-muhammad-islamic-wall-art-decor",263,284,8,4,1
"Product","/products/olive-branch-palestine-map-with-peace-theme-uv-print-metal-islamic-wall-art",378,384,8,3,1
"Product","/products/the-noble-hilya-sharif-hafiz-osman-design-1-tempered-glass-islamic-home-decor",282,305,8,3,0
"Product","/products/masjid-an-nabawi-ramadan-calendar-with-ramadan-kareem-islamic-table-decor",124,127,8,5,2
"Product","/products/bismillah-islamic-wall-art-kufic",187,208,8,2,0
"Product","/products/surah-al-hashr-islamic-wall-art-on-tempered-glass-uv-print-islamic-calligraphy-wall-decor",404,432,8,6,2
"Product","/products/dua-for-success-tempered-glass-islamic-wall-art-arabic-calligraphy",298,321,8,8,3
"Product","/products/kaaba-design-islamic-pendant-necklace",272,317,8,4,0
"Product","/products/subhanallah-alhamdulillah-allahuakbar-glass-islamic-wall-art-with-ornamental-border",146,162,8,4,0
"Product","/products/dua-for-protection-from-evil-eye-framed-arabic-calligraphy-art-on-velvet",159,186,8,4,1
"Product","/products/99-names-of-prophet-muhammad-pbuh-islamic-wall-art",191,229,8,7,1
,"/en-sa/products/dome-of-the-rock-sketch-masjid-al-aqsa-islamic-canvas-art",47,56,7,2,0
"Product","/products/euzu-basmala-glass-islamic-wall-art-ship-shaped-arabic-calligraphy",202,216,7,4,0
"Product","/products/islamic-wall-art-masjid-al-aqsa-islamic-printing",220,237,7,4,2
"Product","/products/the-noble-hilya-sharif-on-tempered-glass-mahmud-celaleddin-islamic-wall-art-dekor",318,328,7,5,0
"Product","/products/surah-al-fatiha-tempered-glass-islamic-wall-art",142,189,7,0,0
"Product","/products/surah-al-falaq-surah-an-nas-acrylic-wooden-islamic-wall-art",229,245,7,1,0
"Product","/products/surah-al-ahzab-ayat-56-metal-islamic-wall-art",303,343,7,3,1
,"/en-sa/products/palestine-wall-map-uv-printed-metal-palestine-wall-art",185,195,7,5,0
"Product","/products/dua-for-protection-from-evil-eye-metal",389,419,7,1,1
"Product","/products/bismillah-basmala-islamic-wall-art-matte-metal",216,231,7,6,2
"Product","/products/islamic-necklace-bismillah",136,141,7,3,1
"Product","/products/surah-fatiha-metal-islamic-wall-art-drop-design-calligraphy",266,288,7,2,1
,"/en-sa/products/4-quls-surah-al-falaq-an-nas-al-kafirun-al-ikhlas-wooden-islamic-wall-art",136,150,7,3,0
"Product","/products/99-names-of-allah-asma-ul-husna-wooden-islamic-wall-art-circular-design",279,294,7,2,2
,"/en-sa/products/syria-wooden-wall-map-islamic-wall-art-decor",100,110,7,2,1
"Product","/products/how-i-make-wudu-islamic-education-through-play-islamic-art-decor-for-children",192,200,7,4,0
"Product","/products/ayatul-kursi-clock-allah-swt-and-muhammad-pbuh-triple-set-tezhip-calligraphy-metal-islamic-wall-art",98,110,7,2,1
"Product","/products/small-muslim-gifts-islamic-necklace-nalain-sharif",93,98,7,4,0
"Product","/products/prayer-room-decor-wooden-interior-mihrab-islamic-home-decor-12-pointed-star",179,185,7,3,1
"Product","/products/surah-al-ala-metal-islamic-wall-art",222,245,7,3,1
"Product","/products/metal-islamic-wall-art-surah-al-alaq-ayat-1-4-calligraphy-decor",114,128,7,4,2
"Product","/products/set-of-4-qul-metal-surah-al-kafirun-ikhlas-falaq-an-nas-islamic-wall-art",145,161,7,2,0
,"/en-sa/products/set-of-surah-rahman-13-and-surah-baqara-152-metal-islamic-wall-art",64,75,7,2,0
"Product","/products/nalayn-nalain-islamic-metal-wall-art-silver",87,97,7,7,1
"Product","/products/hazrat-ali-sword-arabic-calligraphy-wall-decor-islamic-wall-art",590,636,7,4,1
"Product","/products/palestine-map-with-cultural-values-masjid-al-aqsa-keffiyeh-olive-branch-metal-islamic-wall-art",655,674,7,2,0
"Product","/products/mashallah-framed",381,405,7,6,1
"Product","/products/islamic-triple-foldable-wooden-mihrab-premium-prayer-room-decor",130,143,7,0,0
