"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout","Sessions that completed checkout"
,"/en-sa/products/palestine-map-olive-branch-peace-theme-uv-printing-on-white-metal",3,3,0,0,0
,"/en-sa/products/calligraphy-ayatul-kursi-islamic-canvas-printing",4,4,0,0,0
"Product","/products/kufic-allah-and-mohammad-bookend-islamic-home-decor",62,62,0,0,0
,"/en-de/products/mashallah-metal-islamic-wall-art",1,1,0,0,0
"Product","/products/islamic-gift-ramadan-decoration-tempered-glass-islamic-table-decor",113,117,0,0,0
"Product","/products/ahlan-wa-sahlan-arabic-calligraphy-islamic-tabletop-decord%E1%BB%8Bch",1,1,0,0,0
"Product","/products/ramadan-bundle-set-1/",1,1,0,0,0
"Product","/products/ramadan-kareem-islamic-gift-eid-decoration-islamic-table-decor-sca_clone_freegift",3,3,0,0,0
,"/en-tr/products/rabbir-hamhuma-kama-rabbayani-sagira-prayer-metal-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/la-ghaliba-illallah-there-is-no-winner-but-allah-metal-islamic-wall-art",27,28,0,0,0
,"/en-sa/products/islamic-prayer-beads-pastel-pink-opal-stone",4,4,0,0,0
,"/en-sa/products/islamic-wooden-mihrab-decor-prayer-room-ideas-12-pointed-star-motif",11,11,0,0,0
,"/en-sa/products/islamic-prayer-beads-purple-agate-prayer-beads-faceted-cut",2,2,0,0,0
,"/en-sa/products/first-kalima-kufic-calligraphy-metal-clock-islamic-wall-decor",9,9,0,0,0
"Product","/products/er-rizku-al-allah-metal-islamic-wall-art",38,42,0,0,0
"Product","/products/masjid-al-haram-kaaba-bayt-allah-islamic-wall-art-led-lighted-fabric-painting",42,42,0,0,0
,"/en-tr/products/modern-arabic-calligraphy-full-moon-islamic-canvas-printing",1,1,0,0,0
"Product","/products/4-qul-kufic-muslim-jewelry/",1,1,0,0,0
"Product","/products/islamic-gift-crescent-star-metal-islamic-home-decoration/",1,1,0,0,0
,"/en-tr/products/surah-al-fatihah-calligraphy-modern-canvas-printing-islamic-wall-art",1,1,0,0,0
"Product","/products/ramadan-bundle-set-9",2,2,0,0,0
"Product","/products/hazrat-ali-sword-arabic-calligraphy-wall-decor-islamic-wall-art/",2,2,0,0,0
"Product","/products/islamic-candle-holder-table-decor-with-ayatul-kursi-and-allahumma-salli-barik-motifs",21,23,0,0,0
,"/en-sa/products/ayatul-kursi-circular-wall-art",5,8,0,0,0
,"/en-sa/products/set-of-subhanallah-alhamdulillah-allahuakbar-kufic-islamic-wall-decor",1,1,0,0,0
"Product","/products/custom-payment-link-for-ahmed-amer",2,2,0,0,0
,"/en-sa/products/ayatul-kursi-and-salawat-shiny-metal-islamic-wall-art",12,13,0,0,0
,"/en-sa/products/subhanallah-alhamdulillah-allahuakbar-astaghfurullah-hasbiyallah-la-ilaha-illallah-dhikr-decor-on-tempered-glass",1,1,0,0,0
"Product","/products/islamic-wall-art-canvas-painting-prints-surah-ash-sharh",1,1,0,0,0
,"/en-tr/products/kufic-ayatul-kursi-surah-al-ikhlas-surah-al-falaq-surah-an-nas-islamic-wooden-wall-art-set",1,1,0,0,0
"Product","/products/portable-wooden-islamic-minbar-ideal-for-small-prayer-spaces",4,4,0,0,0
,"/en-de/products/kaaba-islamic-wall-art-islamic-canvas-printing",1,1,0,0,0
"Product","/products/islamic-gift-ramadan-kareem-calligraphy-tabletop-decor/",2,2,0,0,0
"Product","/products/muslim-prayer-beads-striking-blue-striped-agate-islamic-rosary",46,47,0,0,0
,"/en-sa/products/eid-mubarak-islamic-gift-ramadan-decoration-wooden-islamic-table-decor",6,6,0,0,0
"Product","/products/first-kalima-kufic-calligraphy-metal-clock-islamic-wall-art",9,9,0,0,0
"Product","/products/first-kalimah-tawheed-canvas-printing-islamic-wall-art",38,40,0,0,0
"Product","/products/4-qul-kufic-square-muslim-jewelry-square-sca_clone_freegift/",1,1,0,0,0
,"/en-sa/products/surah-al-kafirun-calligraphy-islamic-wall-art-canvas-printing",5,5,0,0,0
,"/en-sa/products/subhanallah-alhamdulillah-allahu-akbar-islamic-wall-art-metal",7,7,0,0,0
"Product","/products/hadha-min-fadli-metal-islamic-wall-art&media_type=image",1,1,0,0,0
,"/en-sa/products/intersection-calligraphy-islamic-wall-art-canvas-printing",4,4,0,0,0
,"/en-sa/products/islamic-triple-foldable-wooden-mihrab-premium-prayer-room-decor",6,6,0,0,0
,"/en-sa/products/99-names-of-allah-wooden-wall-art-modern-kufic-style",6,6,0,0,0
,"/en-sa/products/surah-an-nur-verse-35-islamic-wall-art-metal",3,3,0,0,0
,"/en-sa/products/surah-al-ala-metal-islamic-wall-art",7,7,0,0,0
"Product","/products/surah-al-fatihah-multicolor-print-on-tempered-glass-islamic-wall-art",14,14,0,0,0
"Product","/products/set-of-surah-rahman-13-and-surah-baqara-152-metal-islamic-wall-art&media_type=image",1,1,0,0,0
,"/en-de/products/surah-yusuf-verse-21-islamic-art-canvas-printing",1,1,0,0,0
"Product","/products/aXNsYW1pYy",1,1,0,0,0
,"/en-sa/products/canvas-decor-whirling-dervish-islamic-wall-art-canvas-printing",7,7,0,0,0
"Product","/products/4-qul-kufic-square-muslim-jewelry-square/",1,1,0,0,0
,"/en-om/products/peacock-arabic-calligraphy-islamic-wall-art-canvas-printing",3,3,0,0,0
,"/en-sa/products/kufic-wall-art-canvas",1,1,0,0,0
,"/en-tr/products/islamic-wall-art-canvas-painting-prints-al-fatihah-and-al-ikhlas-v4",1,1,0,0,0
,"/en-de/products/islamic-wall-art-canvas-printing-masjid-an-nabawis-gate",1,1,0,0,0
,"/en-de/products/ya-muhammad-pbuh-islamic-wall-art-canvas-printing",2,2,0,0,0
"Product","/products/ramadan-sabrinas-bundle",2,2,0,0,0
,"/en-tr/products/islamic-wall-art-as-salamu-alaykum-metal",1,1,0,0,0
,"/en-tr/products/masjid-al-aqsa-night-view-islamic-wall-art-canvas-print",1,1,0,0,0
,"/en-sa/products/kaaba-al-hajar-al-aswad-islamic-wall-art-canvas-printing",47,49,0,0,0
"Product","/products/ZHVhLWZvci",1,1,0,0,0
,"/en-om/products/islamic-wall-art-canvas-printing-masjid-an-nabawis-gate",1,1,0,0,0
"Product","/products/bismillah-subhanallah-alhamdulillah-mashaallah-allahuakbar-latin-islamic-tabletop-decor/",1,1,0,0,0
"Product","/products/muslim-prayer-beads-orange-agate-stone-beads-islamic-rosary",38,38,0,0,0
,"/en-om/products/ayatul-kursi-calligraphy-matte-metal-wall-art",3,3,0,0,0
,"/en-sa/products/islamic-gift-ramadan-kareem-islamic-wall-art-lunate",15,15,0,0,0
,"/en-sa/products/nikkah-welcome-sign-glass-wedding-sign-surah-nebe-8",8,8,0,0,0
,"/en-sa/products/allah-swt-calligrahy-islamic-decor-canvas-printing",2,2,0,0,0
"Product","/products/surah-al-falaq-wooden-islamic-wall-art",30,31,0,0,0
,"/en-sa/products/allah-and-mohammad-calligraphy-tempered-glass-decor-islamic-wall-art",39,42,0,0,0
,"/en-sa/products/prayer-space-interior-mihrab-with-geometric-design-8-pointed-star-motif",5,5,0,0,0
,"/en-sa/products/sufi-dervishes-islamic-wall-art-canvas-printing",2,2,0,0,0
,"/en-sa/products/99-names-of-allah-islamic-wall-art",12,13,0,0,0
,"/en-sa/products/home-kitchen-dining-table-decor-19-piece-cream-set-for-6",4,4,0,0,0
,"/en-de/products/surah-al-muzzammil-islamic-wall-art-canvas-printing",1,1,0,0,0
,"/en-sa/products/islamic-praying-beads-deep-red-black-classic-pray-tasbeeh",7,7,0,0,0
,"/en-sa/products/kun-faya-kun-wooden-acrylic-islamic-wall-art-decor",4,5,0,0,0
"Product","/products/afghanistan-wooden-wall-map-wood-islamic-wall-art-decor/",3,5,0,0,0
"Product","/products/ayatul-kursi-calligraphy-islamic-wall-art-wood/",1,1,0,0,0
"Product","/products/islamic-dining-table-decor-silver-set-for-6-19-piece/",1,1,0,0,0
,"/en-sa/products/muslim-praying-rug-black-floral-patterns-prayer-carpet-for-muslims",1,1,0,0,0
,"/en-sa/products/mail-and-key-holder-mashallah-tabarakallah",11,13,0,0,0
,"/en-de/products/most-popular-arabic-calligraphy-tempered-glass-islamic-wall-art-decor",1,1,0,0,0
,"/en-tr/products/al-asmaul-husna-islamic-gift-canvas-printing-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/islamic-gift-ramadan-mubarak-table-decor",4,4,0,0,0
"Product","/products/custom-order-for-lebanon-map",1,1,0,0,0
,"/en-tr/products/la-ghaliba-illallah-decor-there-is-no-winner-but-allah-metal-islamic-wall-art",1,1,0,0,0
"Product","/products/ramadan-dining-table-decor-golden-set-for-8-25-piece",2,3,0,0,0
,"/en-sa/products/islamic-gift-ramadan-mubarak-eid-mubarak-kufic",5,5,0,0,0
,"/en-sa/products/islamic-necklace-subhanallah",4,4,0,0,0
"Product","/products/subhanallah-alhamdulillah-allahuakbar-tempered-glass-decor-islamic-wall-art/",3,4,0,0,0
,"/en-sa/products/first-kalimah-tawheed-canvas-printing-islamic-wall-art",1,1,0,0,0
,"/en-de/products/dome-of-the-rock-sketch-masjid-al-aqsa-islamic-canvas-art",2,2,0,0,0
,"/en-sa/products/first-kalima-islamic-wall-art-decor-modern-with-huwe-metal-calligraphy-for-home",8,8,0,0,0
"Product","/products/surah-al-ikhlas-shiny-metal-clock-islamic-wall-art&_fid=51dac2114",1,1,0,0,0
"Product","/products/ayatul-kursi-kufic-shape-tempered-glass-islamic-wall-art&country=US&currency=USD",1,1,0,0,0
,"/en-sa/products/customizable-hajj-mabroor-horizontal-table-decor-memory-of-hajj",1,1,0,0,0
,"/en-sa/products/prayer-bead-muslim-jade-green-elegant-islamic-tasbih",6,6,0,0,0
"Product","/products/diwani-allah-script-muslim-jewelry",102,104,0,0,0
"Product","/products/4-quls-kufic-basmala-surah-al-falaq-an-nas-al-ikhlas-al-kafirun-wooden-islamic-wall-art&country=US&currency=USD",1,1,0,0,0
"Product","/products/nikkah-sign-bismillah-surah-nebe-mirror",47,54,0,1,1
,"/en-sa/products/99-names-of-allah-asma-ul-husna-wooden-islamic-wall-art-circular-design",11,11,0,0,0
,"/en-sa/products/first-kalimah-tawheed-canvas-printing-modern-islamic-wall-art",2,2,0,0,0
"Product","/products/surah-al-nas-islamic-wall-art-metal-2-piece",27,27,0,0,0
,"/en-sa/products/muslim-prayer-beads-mother-of-pearl-beads-islamic-rosary",6,6,0,0,0
"Product","/products/surah-rahman-13th-verse-wooden-islamic-wall-art-decor",46,47,0,1,1
,"/en-sa/products/the-noble-hilya-sharif-on-tempered-glass-mahmud-celaleddin-islamic-wall-art-dekor",6,7,0,0,0
,"/en-sa/products/ramadan-dining-table-decor-golden-set-for-6-31-piece",1,1,0,0,0
,"/en-sa/products/ayatul-kursi-drop-design-tempered-glass-islamic-wall-art-decor",4,4,0,0,0
,"/en-tr/products/surah-al-fatihah-islamic-modern-canvas-printing",1,1,0,0,0
,"/en-sa/products/islamic-wall-art-ayatul-kursi-modern-gift-canvas-printing",4,4,0,0,0
"Product","/products/set-of-ayatul-kursi-and-allahumma-salli-barik-dua-metal-islamic-wall-art",3,3,0,0,0
,"/en-tr/products/99-names-of-allah-asma-ul-husna-wooden-islamic-wall-art-circular-design",1,1,0,0,0
,"/en-sa/products/ya-muhammad-pbuh-islamic-wall-art-canvas-printing",1,1,0,0,0
,"/en-sa/products/allah-muhammad-hazrat-ali-wooden-islamic-wall-art",17,19,0,0,0
,"/en-sa/products/wood-key-holder-personalized-family-sign",10,10,0,0,0
"Product","/products/oman-map-wood-art-wall-decor&media_type=video",1,1,0,0,0
"Product","/products/islamic-wall-art-auzu-basmala/",1,1,0,0,0
,"/en-sa/products/bismillah-islamic-tempered-glass-wall-decor-arabic-calligraphy-copy",4,4,0,0,0
,"/en-sa/products/al-asmaul-husna-canvas-printing-islamic-wall-art",44,46,0,0,0
,"/en-sa/products/circular-kufic-basmala-al-falaq-an-nas-al-ikhlas-al-kafirun-wooden-islamic-wall-art",13,13,0,0,0
"Product","/products/canvas-printing-surah-al-ikhlas-calligraphy-modern-islamic-wall-art",53,53,0,0,0
,"/en-sa/products/ramadan-kareem-islamic-gift-islamic-wall-art-wooden-decor",10,10,0,0,0
"Product","/products/first-kalima-tawheed-metal-islamic-wall-art&media_type=image",1,1,0,0,0
,"/en-sa/products/4-qul-kufic-square-muslim-jewelry-square",2,2,0,0,0
,"/en-sa/products/ramadan-calendar-islamic-gift-metal-ramadan-table-decor",3,3,0,0,0
,"/en-sa/products/verse-8-of-surah-nebe-tempered-glass-decor-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/ayatul-kursi-islamic-calligraphy-islamic-gift-canvas-printing",2,2,0,0,0
"Product","/products/abi-ayyi-alai-rabbikuma-tukaziban-surah-rahman-tempered-glass-wall-art-decorThanks",2,3,0,0,0
,"/en-sa/products/basmala-4-quls-surahs-kufic-islamic-wall-art-al-falaq-an-nas-al-ikhlas-al-kafirun-",9,9,0,0,0
"Product","/products/ayatul-kursi-tulip-muslim-jewelry/",5,9,0,0,0
,"/en-sa/products/muslim-prayer-beads-oriental-turquoise-natural-stone-beads",7,7,0,0,0
,"/en-sa/products/ayatul-kursi-horizontal-multicolor-print-on-glass-islamic-wall-art",7,7,0,0,0
"Product","/products/teardrop-ayatul-kursi-muslim-jewelry/",2,4,0,0,0
,"/en-sa/products/islamic-table-decor-thuluth-bismillah-napkin-holder-6-12-pcs-muslim-home-art",5,5,0,0,0
"Product","/products/allah-swt-calligrahy-islamic-decor-canvas-printing",37,44,0,0,0
,"/en-sa/products/subhanallah-alhamdulillah-allahuakbar-wooden-set-islamic-wall-art-decor",6,7,0,0,0
,"/en-sa/products/first-kalima-muslim-jewelry",4,4,0,0,0
,"/en-sa/products/bismillah-metal-islamic-wall-art-vertical",15,18,0,0,0
"Product","/products/ramadan-dining-table-decor-golden-set-for-6-31-piece",6,7,0,0,0
"Product","/products/muslim-praying-beads-purple-black-agate-stone",58,74,0,0,0
"Product","/products/islamic-gift-ramadan-mubarak-table-decor/",2,2,0,0,0
,"/en-de/products/shahadah-second-kalimah-islamic-wall-art-canvas-printing",1,1,0,0,0
,"/en-de/products/kufic-allah-and-mohammad-bookend-islamic-home-decor",1,1,0,0,0
,"/en-sa/products/custom-order-payment-link-for-farida",1,1,0,0,0
,"/en-sa/products/wall-art-decor-prophets-hadith-of-mercy-islamic-wall-art-metal-wall-art-home-and-office-decor",4,4,0,0,0
,"/en-sa/products/prayer-bead-muslim-blue-crack-agate-stone",6,6,0,0,0
"Product","/products/palestine-map-wall-art&media_type=image",2,2,0,0,0
,"/en-sa/products/kufi-basmala-candleholder-wooden-stand-islamic-table-decor",1,1,0,0,0
,"/en-sa/products/surah-rahman-framed",4,4,0,0,0
,"/en-tr/products/first-kalima-islamic-wall-art-decor",1,1,0,0,0
,"/en-sa/products/alhamdulillah-calligraphy-islamic-wall-art-canvas-printing",11,12,0,0,0
"Product","/products/additional-payment-link-1",1,1,0,0,0
"Product","/products/8652264308978",1,1,0,0,0
"Product","/products/elegant-somalia-wall-map-3d-lazer-cut-wooden-home-decor",1,1,0,0,0
,"/en-sa/products/allah-necklace-muslim-jewelry",37,38,0,0,0
,"/en-sa/products/al-asmaul-husna-islamic-gift-canvas-printing-wall-decor",6,6,0,0,0
"Product","/products/first-kalima-horizontal-tempered-glass-islamic-wall-art-decor/",1,1,0,0,0
,"/en-sa/products/la-hawla-wa-la-quwwata-illa-billah-tempered-glass-islamic-wall-art",10,10,0,0,0
"Product","/products/metal-islamic-wall-decor-subhanallah-alhamdulillah-allahuakbar-kufic",1,1,0,0,0
,"/en-sa/products/islamic-wall-art-auzu-basmala",8,8,0,0,0
,"/en-sa/products/six-supplications-of-allah-dhikr-decor-on-tempered-glass-islamic-wall-art",2,2,0,0,0
"Product","/products/ramadan-bundle-set-8",1,2,0,0,0
,"/en-sa/products/first-kalima-circle-tempered-glass-islamic-wall-art-decor",8,8,0,0,0
,"/en-sa/products/ramadan-kareem-islamic-gift-eid-decoration-islamic-table-decor",4,4,0,0,0
"Product","/products/custom-payment-link-hatoon",8,8,0,0,0
,"/en-sa/products/heaven-lies-under-the-feet-of-mothers-hadith-islamic-metal-wall-art",4,4,0,0,0
,"/en-sa/products/islamic-canvas-wall-art-ayatul-kursi-calligraphy-with-bold-orange-design",1,1,0,0,0
,"/en-tr/products/hasbunallah-wa-nimal-wakeel-surah-ali-imran-tempered-glass-wall-art-decor",1,1,0,0,0
,"/en-om/products/ayatul-kursi-circular-design-tempered-glass-islamic-wall-art",3,3,0,0,0
,"/en-sa/products/surah-al-qadr-reproduction-islamic-decor-canvas-printing",3,3,0,0,0
"Product","/products/first-kalima-tawheed-metal-islamic-wall-art&country=US&currency=USD",1,1,0,0,0
,"/en-sa/products/muslim-praying-beads-purple-amethyst-stone",7,7,0,0,0
"Product","/products/elegant-decor-set-of-ayatul-kursi-4-quls-wooden-islamic-wall-art/",1,2,0,0,0
"Product","/products/kalima-tawheed-with-huwa-tempered-glass-islamic-wall-art",28,28,0,0,0
,"/en-de/products/allah-swt-arabic-calligrahy-islamic-wall-decor-canvas-printing",1,1,0,0,0
,"/en-sa/products/sufi-dervish-islamic-wall-art-canvas-printing",8,8,0,0,0
,"/en-sa/products/surah-yusuf-ayat-64-tempered-glass-islamic-wall-art",3,3,0,0,0
,"/en-sa/products/basmala-shiny-metal-arabic-calligraphy-islamic-table-decor",5,5,0,0,0
,"/en-sa/products/mosque-and-crescent-metal-bookend-islamic-home-decor",8,8,0,0,0
,"/en-sa/products/ayatul-kursi-diwani-calligraphy-islamic-wall-art-wooden",15,15,0,0,0
"Product","/products/ayatul-kursi-and-salawat-shiny-metal-islamic-wall-art/",1,1,0,0,0
,"/en-sa/products/ayatul-kursi-in-kufic-calligraphy-modern-metal-artwork",10,10,0,0,0
,"/en-sa/products/muslim-prayer-rug-red-blue-geometric-design-for-prayer-soft-acrylic-fabric",3,3,0,0,0
,"/en-sa/products/bismillah-key-holder-metal-islamic-wall-art-decor",8,8,0,0,0
"Product","/products/kufic-calligraphy-first-kalima-wooden-acrylic-clock-english-numbers/",1,1,0,0,0
,"/en-sa/products/muslim-prayer-beads-red-black-agate-stone-beads-misbaha",5,5,0,0,0
,"/en-sa/products/ahlan-wa-sahlan-metal-islamic-wall-art",12,12,0,0,0
,"/en-sa/products/praying-rug-islam-pastel-floral-aqua-details-muslim-praying-rug-soft-acrylic-fabric",4,4,0,0,0
,"/en-sa/products/bismillah-plexi-napkin-holder-with-hanging-string-for-suhoor-and-iftar-table-decor-6-pcs",1,1,0,0,0
,"/en-tr/products/first-kalima-arabic-calligraphy-wooden-islamic-wall-art-decor",1,1,0,0,0
,"/en-sa/products/canvas-printing-whirling-dervish-islamic-gift-wall-art",3,3,0,0,0
,"/en-sa/products/al-hayy-al-qayyum-islamic-wall-art-canvas-printing",8,8,0,0,0
"Product","/products/custom-order-for-sign",1,1,0,0,0
"Product","/products/ramadan-dining-set-with-moon-mosque-arabic-calligraphy-for-6-persons-24-piece-set",61,64,0,0,0
,"/en-sa/products/masjid-al-aqsa-the-dome-of-the-rock-modern-islamic-wall-art-canvas-printing",6,6,0,0,0
,"/en-sa/products/islamic-gift-ramadan-calendar-metal-islamic-table-decor",9,9,0,0,0
,"/en-sa/products/dua-for-protection-from-evil-eye-framed-arabic-calligraphy-art-on-velvet",10,10,0,0,0
,"/en-sa/products/allah-and-mohammad-wood-islamic-wall-art-circle-design",11,11,0,0,0
,"/en-sa/products/surah-al-araf-verse-31-tempered-glass-islamic-wall-art",5,5,0,0,0
"Product","/products/custom-payment-link-for-wabehim",5,5,0,0,0
,"/en-sa/products/surah-al-hashr-islamic-wall-art-on-tempered-glass-uv-print-islamic-calligraphy-wall-decor",3,3,0,0,0
"Product","/products/allahuakbar-subhanallah-alhamdulillah-metal-islamic-table-decors-latin-and-arabic&country=US&currency=USD",1,1,0,0,0
,"/en-sa/products/whirling-dervish-islamic-wall-decor-canvas-printing",5,5,0,0,0
"Product","/products/home-kitchen-dining-table-decor-31-piece-cream-set-for-6-runner-placemats-coasters-cutlery-pouch-napkin-ornament-date-holder",1,1,0,0,0
"Product","/products/masjid-al-aqsa-islamic-wall-decor-canvas-printing",55,55,0,0,0
,"/en-sa/products/8519877755122",1,1,0,0,0
,"/en-sa/products/ramadan-calendar-islamic-gift-metal-acrylic-table-decor-islamic-motifs",4,4,0,0,0
"Product","/products/ikra-bookend-arabic-calligraphy-islamic-home-decor&media_type=image",1,1,0,0,0
,"/en-sa/products/4-qul-kufic-muslim-jewelry",6,6,0,0,0
,"/en-sa/products/wall-art-decor-surah-al-ahzab-verse-56-metal-wall-art-decor",7,7,0,0,0
"Product","/products/99-names-of-allah-islamic-candleholder-elegant-spiritual-decor-ramadan-gift",10,10,0,0,0
,"/en-sa/products/basmala-modern-islamic-calligraphy-wall-decor-canvas-printing",2,2,0,0,0
,"/en-sa/products/bismillah-date-holder-set-iftar-suhoor-table-setting-decor-thuluth-calligraphy",1,1,0,0,0
"Product","/products/ramadan-kareem-islamic-gift-latin-arabic-tabletop-decor",28,28,0,0,0
,"/en-sa/products/ramadan-dining-set-noor-heritage-ornamental-border-for-6-persons-24-piece-set",1,2,0,0,0
,"/en-sa/products/first-kalimah-tawheed-islamic-gift-canvas-printing",2,2,0,0,0
,"/en-tr/products/al-asmaul-husna-modern-islamic-canvas-printing",1,1,0,0,0
,"/en-sa/products/glass-islamic-wedding-sign-surah-nebe-verse-8-islamic-art-decor",6,6,0,0,0
"Product","/products/subhanallah-alhamdulillah-allahu-akbar-wooden-islamic-wall-art&_fid=5399b87c6",1,1,0,0,0
,"/en-om/products/kaaba-islamic-wall-art-canvas-printing",1,1,0,0,0
,"/en-sa/products/salawat-on-prophet-muhammad-metal-islamic-wall-art",22,22,0,0,0
"Product","/products/prayer-bead-muslim-ocean-blue-agate-stone",59,63,0,0,0
,"/en-sa/products/ayatul-kursi-islamic-wall-decor-canvas-printing",4,4,0,0,0
"Product","/products/ramadan-mubarak-circular-plexi-napkin-holder-iftar-eid-table-decor/",9,10,0,0,0
,"/en-sa/products/surah-al-qasas-wall-art-prophet-moses-dua-islamic-calligraphy-decor-quran-verse",2,2,0,0,0
,"/en-sa/products/kalima-tawheed-and-blessing-glass-islamic-wall-decor",8,9,0,0,0
,"/en-sa/products/copy-of-additional-payment-for-maryam-1",1,1,0,0,0
,"/en-sa/products/surah-yaseen-kufic-calligraphy-metal-islamic-wall-art",6,6,0,0,0
"Product","/products/kufi-basmala-candleholder-wooden-stand-islamic-table-decor/",1,1,0,0,0
,"/en-tr/products/surah-al-fatihah-islamic-wall-art-canvas-printing",1,1,0,0,0
"Product","/products/wood-key-holder-ahlan-wa-sahlan",83,88,0,1,1
,"/en-sa/products/seven-sleepers-multicolor-print-on-tempered-glass-islamic-wall-art",7,7,0,0,0
,"/en-tr/products/surah-fatiha-verse-1-islamic-black-metal-wall-art",1,1,0,0,0
"Product","/products/hajj-mabroor-square-table-decor-customizable-memory-of-hajj/",1,2,0,0,0
"Product","/products/surah-rahman-verse-13-tempered-glass-islamic-wall-art&media_type=image",1,1,0,0,0
,"/en-om/products/first-kalima-islamic-wall-art-black",2,2,0,0,0
"Product","/products/custom-payment-link-for-farrah",2,2,0,0,0
"Product","/products/wooden-mihrab-islamic-wall-art-set&media_type=video",1,1,0,0,0
"Product","/products/iraq-wooden-wall-map-islamic-wall-art-decor&media_type=image",1,1,0,0,0
"Product","/products/allah-wooden-acrylic-islamic-wall-art-decor",10,10,0,0,0
,"/en-sa/products/surah-al-fatihah-calligraphy-modern-canvas-printing-islamic-wall-art",4,4,0,0,0
,"/en-sa/products/dua-for-protection-from-evil-eye-wood",14,14,0,0,0
"Product","/products/8622412660978",1,1,0,0,0
,"/en-sa/products/subhanallah-alhamdulillah-allahuakbar-glass-islamic-wall-art-with-ornamental-border",2,2,0,0,0
,"/en-sa/products/islamic-wall-art-store-gift-card",2,2,0,0,0
,"/en-sa/products/allah-swt-muhammad-pbuh-wooden-acrylic-islamic-wall-art-heart-shaped",3,5,0,0,0
,"/en-de/products/dua-for-entering-home-islamic-glass-wall-art",1,1,0,0,0
"Product","/products/dua-when-leaving-home-islamic-glass-wall-art&media_type=image",1,1,0,0,0
,"/en-sa/products/mashallah-hasbiyallah-astagfirullah-wooden-acrylic-set-decor",10,10,0,0,0
,"/en-sa/products/subhanallah-alhamdulillah-allahu-akbar-wooden-islamic-wall-art",7,7,0,0,0
,"/en-sa/products/surah-ibrahim-ayat-7",6,6,0,0,0
,"/en-sa/products/islamic-necklace-nalain-sharif",3,3,0,0,0
"Product","/products/ayatul-kursi-calligraphy-islamic-wall-art-circular-wooden&country=US&currency=USD",1,1,0,0,0
,"/en-sa/products/surah-al-ahzab-ayat-56-metal-islamic-wall-art",3,3,0,0,0
,"/en-sa/products/geometric-islamic-candle-holder-spiritual-decor",3,3,0,0,0
,"/en-sa/products/sufi-dervish-islamic-wall-decor-canvas-printing",5,5,0,0,0
,"/en-sa/products/most-popular-arabic-calligraphy-tempered-glass-islamic-wall-art-decor",5,5,0,0,0
,"/en-de/products/nalain-shareef-islamic-metal-wall-art",1,1,0,0,0
,"/en-sa/products/kalimatu-shahada-tempered-glass-decor-islamic-wall-art",4,4,0,0,0
"Product","/products/ramadan-dining-set-with-modern-geometric-meander-border-for-6-persons-24-piece-set",2,2,0,0,0
,"/en-tr/products/canvas-printing-whirling-dervish-islamic-wall-art",1,1,0,0,0
,"/en-sa/products/al-asmaul-husna-islamic-canvas-printing-wall-decor",8,8,0,0,0
,"/en-sa/products/ramadan-mubarak-islamic-gift-hagia-sophia-mosque-islamic-table-art",1,1,0,0,0
,"/en-de/products/mashallah-decor-islamic-wall-art",1,1,0,0,0
,"/en-tr/products/first-kalima-horizontal-tempered-glass-islamic-wall-art-decor",3,3,0,0,0
"Product","/products/jordan-wall-map-unique-wooden-home-decor-elegant-gift-idea",4,4,0,0,0
"Product","/products/ahlul-bayt-wooden-islamic-wall-art&_fid=5b1dacf9e",1,1,0,0,0
"Product","/products/surah-al-kafirun-calligraphy-islamic-wall-art-canvas-printing",44,47,0,0,0
,"/en-sa/products/custom-order-for-ahmed",1,1,0,0,0
,"/en-sa/products/first-kalima-tayyaba-islamic-wall-art-circular-metal",1,1,0,0,0
,"/en-sa/products/islamic-wall-art-canvas-printing-masjid-an-nabawis-gate",6,8,0,0,0
,"/en-sa/products/set-of-surah-al-falaq-surah-al-nas-metal-islamic-wall-art",7,7,0,0,0
"Product","/products/masjid-al-aqsa-masjid-al-haram-masjid-an-nabawi-wooden-islamic-wall-art&country=US&currency=USD",1,1,0,0,0
,"/en-sa/products/islamic-necklace-hasbiyallah",2,2,0,0,0
,"/en-sa/products/verse-8-of-surah-naba-tempered-glass-decor-islamic-wall-art",4,4,0,0,0
,"/en-sa/products/prayer-carpet-turquoise-red-floral-motifs-muslim-prayer-mat-soft-acrylic-fabric",5,5,0,0,0
,"/en-sa/products/surah-falaq-islamic-wall-art-metal",1,1,0,0,0
,"/en-sa/products/ayatul-kursi-wooden",1,1,0,0,0
,"/en-sa/products/the-farewell-sermon-of-prophet-muhammad-islamic-wall-art-decor",13,13,0,0,0
,"/en-sa/products/kun-faya-kun-muslim-jewelry",1,1,0,0,0
"Product","/products/barakah-dua-metal-islamic-wall-art&media_type=video",1,1,0,0,0
,"/en-sa/products/islamic-prayer-beads-multi-colored-amazonite-stone",4,4,0,0,0
,"/en-tr/products/ayatul-kursi-calligraphy-modern-islamic-canvas-printing",3,3,0,0,0
"Product","/products/surah-ar-rahman-metal-islamic-wall-art&country=US&currency=USD",1,1,0,0,0
"Product","/products/ahlan-wa-sahlan-islamic-gift-arabic-wooden&media_type=image",2,2,0,0,0
