"Order name","Product title","Product variant title","Gross sales","Quantity ordered"
"#35220","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#34927","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#35127","Islamic Wall Clock with Ayatul Kursi Calligraphy - Elegant Muslim Home Decor","Only Allah (SWT) & Muhammed (SAW) / 13.8x13.8"" | 35x35 cm (both)",84,1
"#36380","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Black",84,1
"#35412","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#37098","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#34103","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#35221","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#35461","Naad-e Ali | Lion Design Arabic Calligraphy Decor - Islamic Wall Art","27.2x19.3"" | 69x49 cm / Matte Gold",84,1
"#34218","Sabr Shukr Tawakkul Dua Decor Set of Wooden and Acrylic Islamic Wall Art","20x20"" | 50x50 cm / Black",84,1
"#35031","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#35898","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Black",84,1
"#34930","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Black",84,1
"#35833","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#37149","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#35549","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#35856","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#34021","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#36130","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#35838","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#35382","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#37099","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#36314","Bismillah Metal Islamic Wall Art - Basmala Vertical Islamic Wall Decor","39x9.5"" | 99x24 cm / Black",84,1
"#36371","Bismillah Metal Islamic Wall Art - Basmala Vertical Islamic Wall Decor","39x9.5"" | 99x24 cm / Black",84,1
"#34598","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#37528","Naad-e Ali | Lion Design Arabic Calligraphy Decor - Islamic Wall Art","27.2x19.3"" | 69x49 cm / Black",84,1
"#34423","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Black",84,1
"#36084","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#34369","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#36973","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Black",84,1
"#36252","Ramadan Serving Tray - Solid Walnut Wood & Metal Islamic Tray","14.2x10.6"" | 36x27 cm / Gold",84,1
"#37369","Mashallah Tabarakallah Metal Islamic Wall Art - Latin & Arabic Calligraphy","15.8x39"" | 40x99 cm / Black",83.93,1
"#37522","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Black",83.92,1
"#33712","Surah Ar Rahman - Islamic Wall Art Modern Canvas Printing","19.7x27.6"" | 50x70 cm",83.85,1
"#35018","Start with Bismillah, End with Alhamdulillah - Wooden Islamic Wall Art","24x8.2"" | 60x21 cm / Silver",83.63,1
"#35203","Ayatul Kursi Multicolor Print on Tempered Glass Islamic Wall Art","20x15"" | 50x38 cm",83.61,1
"#36748","Bismillah Thuluth Calligraphy Islamic Wall Art - Horizontal Basmala","51.2x11.8"" | 130x30 cm / Black",83.6,1
"#34859","Bismillah Thuluth Calligraphy Islamic Wall Art - Horizontal Basmala","51.2x11.8"" | 130x30 cm / Matte Gold",83.43,1
"#37214","Start with Bismillah, End with Alhamdulillah - Wooden Islamic Wall Art","24x8.2"" | 60x21 cm / Silver",83.37,1
"#36928","Bismillah Thuluth Calligraphy Islamic Wall Art - Horizontal Basmala","51.2x11.8"" | 130x30 cm / Black",83.33,1
"#34582","Start with Bismillah, End with Alhamdulillah - Wooden Islamic Wall Art","24x8.2"" | 60x21 cm / Gold",83.3,1
"#33642","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Black",83.29,1
"#36330","Kufic Subhanallah Alhamdulillah Allahuakbar Wooden Islamic Wall Art Decor","16x16"" | 40x40 cm / Gold",83.27,1
"#33950","Bismillah Thuluth Calligraphy Islamic Wall Art - Horizontal Basmala","51.2x11.8"" | 130x30 cm / Matte Gold",83.24,1
"#37183","Ayatul Kursi Multicolor Printed Tempered Glass Islamic Wall Art","20x15"" | 50x38 cm",83.23,1
"#36830","Start with Bismillah, End with Alhamdulillah - Wooden Islamic Wall Art","24x8.2"" | 60x21 cm / Gold",83.22,1
"#36802","Bismillah Thuluth Calligraphy Islamic Wall Art - Horizontal Basmala","51.2x11.8"" | 130x30 cm / Matte Gold",83.22,1
"#35560","Start with Bismillah, End with Alhamdulillah - Wooden Islamic Wall Art","24x8.2"" | 60x21 cm / Gold",83.11,1
"#37166","Palestine Map Wall Art, Wood Wall Decor, Gift for Palestinian Friend","35.4x12.6"" | 90x32 cm",83,1
"#34408","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#36814","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#34275","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#34478","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#34462","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#34651","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#35372","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#36243","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#36308","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#33846","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#36695","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#37264","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#34822","Palestine Map Wall Art, Wood Wall Decor, Gift for Palestinian Friend","35.4x12.6"" | 90x32 cm",83,1
"#34378","Palestine Map Wall Art, Wood Wall Decor, Gift for Palestinian Friend","35.4x12.6"" | 90x32 cm",83,1
"#35810","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#34983","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#35835","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#35546","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#34490","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#33852","Palestine Wooden Wall Map Islamic Wall Art Decor","35.4x12.6"" | 90x32 cm",83,1
"#34359","Bismillah Thuluth Calligraphy Islamic Wall Art - Horizontal Basmala","51.2x11.8"" | 130x30 cm / Black",82.93,1
"#35753","Bismillah Thuluth Calligraphy Islamic Wall Art - Horizontal Basmala","51.2x11.8"" | 130x30 cm / Black",82.87,1
"#35753","Bismillah Thuluth Calligraphy Islamic Wall Art - Horizontal Basmala","51.2x11.8"" | 130x30 cm / Matte Silver",82.87,1
"#36364","Ramadan Kareem Islamic Table Lamp for Kids - Cord Type, LED, Layered 3D","9.8x7.9x3.9"" | 25x20x10 cm",82.8,1
"#34616","Dua for Entering and Leaving Home Islamic Key Holder","11.8x7.9"" | 30x20 cm / White Panel / Gold Acrylic",82.74,2
"#35123","Start with Bismillah, End with Alhamdulillah - Wooden Islamic Wall Art","24x8.2"" | 60x21 cm / Silver",82.71,1
"#35198","Start with Bismillah, End with Alhamdulillah - Wooden Islamic Wall Art","24x8.2"" | 60x21 cm / Gold",82.7,1
"#34267","Mihrab Ayat Decor - Wooden Islamic Wall Art | Surah Al-Baqarah Verse 144","35.5x10.6"" | 90x27 cm / Gold Acrylic",82.69,1
"#34787","Start with Bismillah, End with Alhamdulillah - Wooden Islamic Wall Art","24x8.2"" | 60x21 cm / Gold",82.67,1
"#36829","Start with Bismillah, End with Alhamdulillah - Wooden Islamic Wall Art","24x8.2"" | 60x21 cm / Silver",82.65,1
"#36188","Start with Bismillah, End with Alhamdulillah - Wooden Islamic Wall Art","24x8.2"" | 60x21 cm / Silver",82.65,1
"#36792","Subhanallah Alhamdulillah AllahuAkbar - Islamic Wall Art | Wooden Decor Set","16x16"" | 40x40 cm / Gold",82.11,1
"#33514","Handcarved Wooden Quran Stand - Islamic Gift | Quran Holder & Quran Rehal","Default Title",82.03,1
"#34876","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Gold",82,1
"#34653","Ayatul Kursi Calligraphy Decor - Metal Islamic Wall Art | Drop Design","18.9x26.4"" | 48x67 cm / Matte Gold",82,1
"#35360","Palestine Wall Map - UV Printed Metal Palestine Wall Art","6.7x18.5"" | 17x47 cm",82,1
"#34865","Mashallah La Quwwata illa Bi-llahi - Islamic Canvas Printing","19.7x27.6"" | 50x70 cm",82,1
"#34003","Palestine Wall Map - UV Printed Metal Palestine Wall Art","6.7x18.5"" | 17x47 cm",82,1
"#36420","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Black",82,1
"#34926","Palestine Wall Map - UV Printed Metal Palestine Wall Art","6.7x18.5"" | 17x47 cm",82,1
"#34653","Ayatul Kursi Calligraphy Decor - Metal Islamic Wall Art | Drop Design","18.9x26.4"" | 48x67 cm / Matte Black",82,1
"#33949","Masjid Al Aqsa (The Dome of the Rock) Islamic Wall Art Canvas Printing","19.7x27.6"" | 50x70 cm",82,1
"#35179","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Black",82,1
"#33930","Palestine Wall Map - UV Printed Metal Palestine Wall Art","6.7x18.5"" | 17x47 cm",82,1
"#36207","Map of Yemen Country Wood Art Wall Decor - 3D Wood Maps","39.4x24"" | 100x61 cm",82,1
"#34322","Subhanallah Allahuakbar Alhamdulillah Wooden Islamic Wall Art Decor","16x16"" | 40x40 cm / In Gold Out Silver",82,1
"#36282","The Dome of the Rock Sketch - Masjid Al Aqsa Islamic Canvas Art","19.7x27.6"" | 50x70 cm",82,1
"#36321","Map of Yemen Country Wood Art Wall Decor - 3D Wood Maps","39.4x24"" | 100x61 cm",82,1
"#37435","Palestine Wall Map with Masjid Al Aqsa - Keffiyeh - Olive Branch | Palestine Cultural Values Art","6.7x18.5"" | 17x47 cm",82,1
"#34428","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Silver",82,1
"#37101","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Black",82,1
"#37249","Subhanallah Allahuakbar Alhamdulillah Wooden Islamic Wall Art Decor","16x16"" | 40x40 cm / In Gold Out Silver",82,1
"#33949","Old Kaaba and Makka - Islamic Wall Art Canvas Printing","19.7x27.6"" | 50x70 cm",82,1
"#33783","Palestine Wall Map - UV Printed Metal Palestine Wall Art","6.7x18.5"" | 17x47 cm",82,1
"#34833","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Gold",82,1
"#34626","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Black",82,1
"#37457","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Black",82,1
"#33981","Map of Yemen Country Wood Art Wall Decor - 3D Wood Maps","39.4x24"" | 100x61 cm",82,1
"#34803","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Gold",82,1
"#34351","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","39x13.4"" | 99x34 cm / Silver",82,1
"#36992","Surah Al Ikhlas Metal Clock - Islamic Wall Art, Black","19x19"" | 48x48 cm / Latin",81.89,1
"#37272","Kalima Shahadat Metal Islamic Wall Decor - Second Kalima Islamic Calligraphy Art","39.0x7.9"" | 99x20 cm / Matte Gold",81.46,1
"#35489","Surah Rahman Islamic Metal Wall Art - Ar Rahman Ayat 13 With Translate","27.8x9.9"" | 69x25 cm / Gold",81.44,1
"#36841","First Kalima | Metal Wall Clock - Islamic Home Art","19x19"" | 47x47 cm / Gold / Roman Numbers",81.41,1
"#37242","Dua for Protection Islamic Wall Art, Islamic Home Decor for Living Room","39x9.5"" | 99x24 cm / Matte Gold",81.4,1
"#37181","Dua For Barakah, Allahumma Barik Hazal Bait - Metal Arabic Calligraphy Art","39x9.5"" | 99x24 cm / Black",81.38,1
"#37193","Start with Bismillah Metal Islamic Wall Art End with Alhamdulillah SubhanAllah InshAllah","26.4x17.7"" | 67x45 cm / Matte Gold",81.36,1
"#37523","Dua For Barakah, Allahumma Barik Hazal Bait - Metal Arabic Calligraphy Art","39x9.5"" | 99x24 cm / Gold",81.33,1
"#37478","Surah Rahman 13 and Surah Baqara 152 Decor Set - Metal Islamic Wall Art","20x5"" | 50x13 cm / Black",81.22,1
"#37449","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 30"" | 75 cm / 1 Piece",81.22,1
"#33766","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Silver Acrylic",81.21,1
"#35605","Set of Ayatul Kursi, Surah Al-Falaq, Surah An-Nâs | Wooden Islamic Wall Art","12x16"" | 30x40 cm / In Gold Out Silver / White",81.16,1
"#33725","Prophet Moses Dua Decor, Surah Al-Qasas Verse 24 - Metal Islamic Wall Art, Vertical","39x9.9"" | 99x25 cm / Matte Gold",81.15,1
"#36669","Allah (SWT) Calligraphy - Shiny Metal Islamic Wall Art","18.4x10.8"" | 46x27cm / Shiny Gold",81.13,1
"#34888","Allahu Akbar Minaret Style Metal Islamic Wall Art","39x8.6"" | 99x22 cm / Black",81.08,1
"#35504","First Kalima (Tawheed Tayyaba), Metal Islamic Wall Art - Vertical Design","39x9.9"" | 99x25 cm / Black",81.07,1
"#35362","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 18"" | 45 cm / 2 Pieces",81.06,1
"#35156","Mashallah La Quwwata illa Bi-llahi Metal Islamic Wall Art","39x14"" | 99x36 cm / Black",80.95,1
"#35156","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Silver Acrylic / 18"" | 45 cm / 2 Pieces",80.95,1
"#36777","Dua For Barakah Metal Islamic Wall Art - Latin & Arabic Calligraphy","27.2x9.5"" | 69x24 cm / Silver",80.89,1
"#35202","Bismillah Islamic Wall Art - Basmala Shiny Metal Wall Decor","27.6x9.1"" | 70x23 cm / Shiny Gold",80.88,1
"#35114","Names of Ahlul Bayt: Wooden/Acrylic Islamic Wall Art","11.8"" | 30 cm / Silver",80.86,1
"#35542","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Silver Acrylic",80.82,1
"#35270","Dua for Rizq Islamic Wall Art - Metal Islamic Artwork, Surah Maida 114","39x14.6"" | 99x37 cm / Black",80.8,1
"#35270","Surah Baqarah Verse 152 - Shukr and Dhikr Dua | Metal Islamic Wall Art","39x8.7"" | 99x22 cm / Black",80.8,1
"#34563","Dua When Leaving Home - Metal Islamic Wall Art Decor","39x8.7"" | 99x22 cm / Black",80.58,1
"#34614","Set of Ayatul Kursi, Surah Al-Falaq, Surah An-Nâs | Wooden Islamic Wall Art","12x16"" | 30x40 cm / Silver / White",80.58,1
"#33640","Ramadan Lantern Metal Islamic Wall Art Home Decor","S-16"" | 41 cm / Gold",80.55,1
"#34089","Mashallah La Quwwata illa Bi-llahi Metal Islamic Wall Art","39x14"" | 99x36 cm / Black",80.53,1
"#34269","Hasbunallahu Wa Ni'mal Wakeel - Metal Islamic Wall Art","39x13"" | 99x33 cm / Matte Gold",80.51,1
"#37039","First Kalima Islamic Wall Art Decor with Huwa - Modern Metal Calligraphy for Home","39x14.6"" | 99x37 cm / Black",80.5,1
"#35774","First Kalima (Tayyaba) Horizontal Powder Painted Metal Islamic Wall Art","39x9.4"" | 99x24 cm / Black",80.48,1
"#37037","Dua When Leaving Home - Metal Islamic Wall Art Decor","39x8.7"" | 99x22 cm / Black",80.43,1
"#35823","Handcarved Wooden Quran Stand - Islamic Gift | Quran Holder & Quran Rehal","Default Title",80.4,1
"#37027","Dua for Protection from Evil Eye - Islamic Wall Art | Metal Islamic Artwork","18.5x18.5"" | 47x47 cm / Silver",80.39,1
"#34375","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Silver Acrylic",80.39,1
"#34640","Surah Yusuf Verse 64 - Metal Islamic Wall Art | Prophet Jacob's Instructive Words","39x14"" | 99x36 cm / Matte Copper",80.38,1
"#36952","Names of Ahlul Bayt: Wooden/Acrylic Islamic Wall Art","11.8"" | 30 cm / Gold",80.38,1
"#34110","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Silver Acrylic",80.37,1
"#37444","Surah Ar-Ra'd Ayat 28 Metal Islamic Wall Art - The Remembrance of Allah","39x9.5"" | 99x24 cm / Copper",80.37,1
"#34266","Qatar Wall Map - Wooden Islamic Wall Art | Qatar Souvenir Gifts","35.4x16.9"" | 90x43 cm",80.35,1
"#37287","Hasbunallahu Wa Ni'mal Wakeel - Metal Islamic Wall Art","39x13"" | 99x33 cm / Matte Gold",80.33,1
"#37055","Ya Allah Bless Our Home Islamic Wall Art - Dua for Barakah","39x9.1"" | 99x23 cm / Black",80.32,1
"#37135","Set of Ayatul Kursi, Surah Al-Falaq, Surah An-Nâs | Wooden Islamic Wall Art","12x16"" | 30x40 cm / In Gold Out Silver / White",80.32,1
"#34709","Surah Al Fatiha Verse 1 - Islamic Wall Art - Metal Arabic Calligraphy Decor","39x10.6"" | 99x27 cm / Black",80.32,1
"#34709","Surah Al Fath Verse 1 Arabic Calligraphy Decor - Metal Islamic Wall Art","39x10.6"" | 99x27 cm / Black",80.32,1
"#34709","Ya Allah Bless Our Home Islamic Wall Art - Dua for Barakah","39x9.1"" | 99x23 cm / Black",80.32,1
"#36115","Surah Rahman 13 Fabi Ayyi Ala-i Vertical Decor - Metal Islamic Wall Art","39x9.5"" | 99x24 cm / Matte Gold",80.32,1
"#37135","Mashallah Tabarakallah Metal Islamic Wall Art","39x11"" | 99x29 cm / Silver",80.32,1
"#35499","Ayatul Kursi Calligraphy Circular Acrylic/Wooden Islamic Wall Art","28x28"" | 71x71 cm / Gold",80.32,1
"#34709","Dua When Leaving Home - Metal Islamic Wall Art Decor","39x8.7"" | 99x22 cm / Black",80.32,1
"#36120","HasbunAllah Powerful Dua Decor, Surah At Tawbah 129 -  Metal Islamic Wall Art","39x11.8"" | 99x30 cm / Matte Gold",80.32,1
"#34709","Dua for Protection Islamic Wall Art, Islamic Home Decor for Living Room","39x9.5"" | 99x24 cm / Black",80.32,1
"#34717","Ya Allah Bless Our Home Islamic Wall Art - Dua for Barakah","39x9.1"" | 99x23 cm / Matte Gold",80.32,1
"#37058","Ya Allah Bless Our Home Islamic Wall Art - Dua for Barakah","39x9.1"" | 99x23 cm / Black",80.31,1
"#34411","Hasbunallahu Wa Ni'mal Wakeel - Metal Islamic Wall Art","39x13"" | 99x33 cm / Black",80.3,1
"#36582","Surah Yusuf Verse 64 - Metal Islamic Wall Art | Prophet Jacob's Instructive Words","39x14"" | 99x36 cm / Black",80.3,1
"#36592","Handcarved Wooden Quran Stand - Islamic Gift | Quran Holder & Quran Rehal","Default Title",80.26,1
"#35160","Dua When Leaving Home - Metal Islamic Wall Art Decor","39x8.7"" | 99x22 cm / Black",80.26,1
"#35606","Names of Ahlul Bayt: Wooden/Acrylic Islamic Wall Art","11.8"" | 30 cm / Gold",80.26,1
"#35160","Ya Allah Bless Our Home Islamic Wall Art - Dua for Barakah","39x9.1"" | 99x23 cm / Black",80.26,1
"#36700","Surah Yusuf Verse 64 - Metal Islamic Wall Art | Prophet Jacob's Instructive Words","39x14"" | 99x36 cm / Black",80.25,1
"#34414","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Silver Acrylic",80.25,1
"#36700","Surah Nahl Verse 53 - Metal Islamic Wall Art","27.6x15.8"" | 70x40 cm / Black",80.25,1
"#37527","Dua For Barakah, Allahumma Barik Hazal Bait - Metal Arabic Calligraphy Art","39x9.5"" | 99x24 cm / Gold",80.24,1
"#36691","Hasbunallahu Wa Ni'mal Wakeel - Metal Islamic Wall Art","39x13"" | 99x33 cm / Black",80.23,1
"#36692","Handcarved Wooden Quran Stand - Islamic Gift | Quran Holder & Quran Rehal","Default Title",80.23,1
"#36336","99 Names of Ya Allah (SWT) Wooden Acrylic Islamic Wall Art","Gold Acrylic / 18"" | 45 cm / 2 Pieces",80.23,1
"#36427","Dua for Entering and Leaving Home Islamic Key Holder","11.8x7.9"" | 30x20 cm / White Panel / Gold Acrylic",80.02,2
"#33995","First Kalima | Metal Wall Clock - Islamic Home Art","19x19"" | 47x47 cm / Silver / Latin Numbers",80,1
"#37139","Surah Al Ikhlas Metal Clock - Islamic Wall Art, Black","19x19"" | 48x48 cm / Latin",80,1
"#37330","First Kalima | Metal Wall Clock - Islamic Home Art","19x19"" | 47x47 cm / Copper / Roman Numbers",80,1
"#36424","First Kalima | Metal Wall Clock - Islamic Home Art","19x19"" | 47x47 cm / Gold / Roman Numbers",80,1
"#37289","Surah Al Ikhlas Metal Clock - Islamic Wall Art, Black","19x19"" | 48x48 cm / Latin",80,1
"#36636","First Kalima | Metal Wall Clock - Islamic Home Art","19x19"" | 47x47 cm / Gold / Roman Numbers",80,1
"#37134","First Kalima | Metal Wall Clock - Islamic Home Art","19x19"" | 47x47 cm / Gold / Latin Numbers",80,1
"#35480","First Kalima | Metal Wall Clock - Islamic Home Art","19x19"" | 47x47 cm / Gold / Latin Numbers",80,1
"#37156","First Kalima | Metal Wall Clock - Islamic Home Art","19x19"" | 47x47 cm / Gold / Roman Numbers",80,1
"#33654","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Gold Acrylic",79.9,1
"#33683","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Silver Acrylic",79.9,1
"#33718","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Gold Acrylic",79.9,1
"#33656","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Silver Acrylic",79.9,1
"#33741","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Silver Acrylic",79.9,1
"#33793","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Gold Acrylic",79.9,1
"#33832","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Silver Acrylic",79.9,1
"#33785","Palestine Mirror Map Wall Decor - Wood/Plexy Acrylic Shiny Wall Art","8.7x23.6"" | 22x60 cm / Gold Acrylic",79.9,1
"#33621","Metal Candle Holder with Masjid Motif - Islamic Home Decor","5.1x5.1x5.5"" | 13x13x14 cm / Matte Gold",79.8,2
"#33726","Surah Fatiha Round Muslim Jewelry - 18K Gold Plated Silver Pendant","Gold / 14"" | 35 cm",79.8,2
"#33726","Muslim Jewelry - Allah & Muhammad | Heart Shaped Pendant","Gold / 16"" | 40 cm",79.8,2
"#37410","Dua for Entering and Leaving Home Islamic Key Holder","11.8x7.9"" | 30x20 cm / White Panel / Gold Acrylic",79.7,2
"#34405","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Gold / Set of 6 Holders",79.6,4
"#33749","Date Holders for Iftar Table Decoration, 6 pcs Ramadan Date Stands with Bismillah Calligraphy","Transparent / Set of 6 Holders",79.6,4
"#34966","Bismillah Date Holder Set with Mihrab Motif - Ramadan Table Decor","Gold / Set of 6 Holders",79.6,4
"#34113","Prayer Carpet - Turquoise & Red Floral Motifs, Muslim Prayer Mat","Default Title",79.56,2
"#34656","Ramadan Kareem Eid Mubarak Islamic Gift Arabic Calligraphy Table Decor","12.6x5.12"" | 32x13 cm / Ramadan Kareem / Silver on Black",79.46,2
"#36230","Dua for Entering and Leaving Home Islamic Key Holder","11.8x7.9"" | 30x20 cm / Black Panel / Gold Acrylic",79.46,2
"#36230","Dua for Entering and Leaving Home Islamic Key Holder","11.8x7.9"" | 30x20 cm / White Panel / Gold Acrylic",79.46,2
"#36350","Al Asmaul Husna - Canvas Printing Islamic Wall Art","19.7x19.7"" | 50x50 cm",79.43,1
"#33761","Islamic Prayer Mat White & Blue Classic Ornate","Default Title",79.2,2
"#37470","Dua For Barakah, Allahumma Barik Hazal Bait - Metal Arabic Calligraphy Art","39x9.5"" | 99x24 cm / Gold",79,1
"#33890","Ya Allah Bless Our Home Islamic Wall Art - Dua for Barakah","39x9.1"" | 99x23 cm / Matte Gold",79,1
"#36519","Hasbunallahu Wa Ni'mal Wakeel - Metal Islamic Wall Art","39x13"" | 99x33 cm / Matte Gold",79,1
"#36218","Ya Allah Bless Our Home Islamic Wall Art - Dua for Barakah","39x9.1"" | 99x23 cm / Black",79,1
"#36143","Surah Ar-Ra'd Ayat 28 Metal Islamic Wall Art - The Remembrance of Allah","39x9.5"" | 99x24 cm / Gold",79,1
